"","name","country","polyID","designation","point","iucn_cat","WDPAID","median","upper","lower"
"1752","Southern Scarp","GHA",88,"Forest Reserve","polygon","Not Reported",40788,0.388,0.589,0.302
"1753","Souti-Yanfu","GIN",99,"Classified Forest","polygon","Not Reported",317287,0.336,0.494,0.248
"1754","Soyah","GIN",28,"Classified Forest","polygon","Not Reported",29376,0.333,0.489,0.221
"1755","Stubbs Creek","NGA",17,"Game Reserve","polygon","Not Reported",7851,NA,NA,NA
"1756","Stubbs Creek","NGA",191,"Forest Reserve","polygon","Not Reported",37027,NA,NA,NA
"1757","Subin Shelterbelt","GHA",37,"Forest Reserve","polygon","Not Reported",40689,0.47,0.666,0.386
"1758","Subin","GHA",62,"Forest Reserve","polygon","Not Reported",40760,0.483,0.684,0.376
"1759","Subri River","GHA",177,"Forest Reserve","polygon","Not Reported",303961,0.418,0.583,0.355
"1760","Subuma","GHA",113,"Forest Reserve","polygon","Not Reported",40818,0.453,0.607,0.372
"1761","Sui River","GHA",114,"Forest Reserve","polygon","Not Reported",40820,0.425,0.572,0.364
"1762","Suitoro","CIV",133,"Classified Forest","polygon","Not Reported",29566,0.386,0.653,0.281
"1763","Sukusuki","GHA",115,"Forest Reserve","polygon","Not Reported",40821,0.475,0.682,0.387
"1764","Sumbundo","GNB",16,"Forest Reserve","polygon","Not Reported",342660,0.591,0.857,0.386
"1765","Sumu","NGA",588,"Forest Reserve","polygon","Not Reported",36529,0.248,0.296,0.148
"1766","Suntai","NGA",886,"Forest Reserve","polygon","Not Reported",36893,0.344,0.586,0.247
"1767","Supong","GHA",49,"Forest Reserve","polygon","Not Reported",40740,0.471,0.608,0.399
"1768","Supuma Shelterbelt","GHA",38,"Forest Reserve","polygon","Not Reported",40690,0.458,0.629,0.396
"1769","Surami","NGA",241,"Forest Reserve","polygon","Not Reported",36168,0.449,0.711,0.263
"1770","Swamp","NGA",821,"Forest Reserve","polygon","Not Reported",36771,0.358,0.577,0.263
"1771","Taabo","CIV",89,"Classified Forest","polygon","Not Reported",300914,0.504,0.719,0.375
"1772","Tabe","SLE",25,"Forest Reserve","polygon","Not Reported",303924,0.434,0.523,0.354
"1773","Tadres","NER",7,"Faunal Reserve","polygon","Not Reported",342470,0.46,0.653,0.323
"1774","Tafsirla","GIN",70,"Classified Forest","polygon","Not Reported",29438,0.372,0.607,0.204
"1775","Tai National Park","CIV",226,"World Heritage Site","polygon","Not Applicable",5003,0.42,0.578,0.308
"1776","Tai","CIV",231,"National Park","polygon","II",721,0.417,0.573,0.306
"1777","Tain Tributaries II","GHA",253,"Forest Reserve","polygon","Not Reported",40875,0.444,0.64,0.324
"1778","Tain Tributaries","GHA",162,"Forest Reserve","polygon","Not Reported",40874,0.468,0.643,0.35
"1779","Takum","NGA",73,"Forest Reserve","polygon","Not Reported",36898,0.337,0.451,0.249
"1780","Tala Hill","NGA",583,"Forest Reserve","polygon","Not Reported",36524,0.19,0.266,0.147
"1781","Talikourou","MLI",15,"Total Wildlife Reserve","polygon","IV",555556060,0.383,0.797,0.21
"1782","Tama","SLE",10,"Forest Reserve","polygon","Not Reported",8516,0.401,0.506,0.324
"1783","Tamou","NER",2,"Faunal Reserve","polygon","IV",2331,0.387,0.659,0.182
"1784","Tanbi Wetland Complex","GMB",2,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",903024,0.536,0.754,0.335
"1785","Tanbi","GMB",12,"National Park","polygon","Not Reported",555547524,0.536,0.754,0.335
"1786","Tandama","NGA",454,"Forest Reserve","polygon","Not Reported",36388,0.211,0.264,0.163
"1787","Tangama","GIN",77,"Classified Forest","polygon","Not Reported",29451,0.286,0.394,0.214
"1788","Tanja","GHA",257,"Forest Reserve","polygon","Not Reported",303946,0.339,0.61,0.201
"1789","Tanji-Karenti","GMB",10,"Bird Reserve","polygon","Not Applicable",62085,NA,NA,NA
"1790","Tankesse","CIV",44,"Classified Forest","polygon","Not Reported",300845,0.517,0.667,0.362
"1791","Tano Anwia","GHA",134,"Forest Reserve","polygon","Not Reported",40842,0.449,0.597,0.369
"1792","Tano Ehuro","GHA",116,"Forest Reserve","polygon","Not Reported",40822,0.434,0.57,0.359
"1793","Tano Nimri or Tano Nimiri","GHA",135,"Forest Reserve","polygon","Not Reported",40843,0.375,0.44,0.308
"1794","Tano Ofin Extension","GHA",178,"Forest Reserve","polygon","Not Reported",303962,0.453,0.656,0.362
"1795","Tano Ofin","GHA",64,"Forest Reserve","polygon","Not Reported",40764,0.454,0.658,0.361
"1796","Tano Suhyien","GHA",117,"Forest Reserve","polygon","Not Reported",40823,0.425,0.63,0.338
"1797","Tano Suraw Extension","GHA",118,"Forest Reserve","polygon","Not Reported",40824,0.425,0.63,0.338
"1798","Tano Suraw","GHA",119,"Forest Reserve","polygon","Not Reported",40825,0.425,0.63,0.338
"1799","Tanoe","CIV",108,"Classified Forest","polygon","Not Reported",300946,0.374,0.448,0.299
"1800","Tapania","GHA",208,"Forest Reserve","polygon","Not Reported",26530,0.318,0.502,0.163
"1801","Tara","NGA",253,"Forest Reserve","polygon","Not Reported",36180,0.355,0.501,0.255
"1802","Tarana","NGA",328,"Forest Reserve","polygon","Not Reported",36256,0.322,0.507,0.219
"1803","Tatu","NGA",578,"Forest Reserve","polygon","Not Reported",36519,0.301,0.359,0.167
"1804","Taylor Creek","NGA",167,"Forest Reserve","polygon","Not Reported",37001,0.441,0.51,0.374
"1805","Taylor Creek","NGA",203,"Game Reserve","polygon","Not Reported",39873,0.441,0.51,0.374
"1806","Tchaourou","BEN",23,"Classified Forest","polygon","Not Reported",33018,0.317,0.545,0.228
"1807","Tchatchou Gokana","BEN",24,"Classified Forest","polygon","Not Reported",33019,0.317,0.545,0.228
"1808","Tchilla-Monota","TGO",16,"Forest Reserve","polygon","Not Reported",37179,0.442,0.59,0.265
"1809","Tchorogo","TGO",50,"Forest Reserve","polygon","Not Reported",37180,0.304,0.434,0.171
"1810","Tene","CIV",33,"Classified Forest","polygon","Not Reported",29631,0.501,0.708,0.373
"1811","Teonle","CIV",31,"Classified Forest","polygon","Not Reported",29613,0.517,0.71,0.38
"1812","Tere","BFA",22,"Classified Forest","polygon","Not Reported",28543,0.379,0.683,0.195
"1813","Teshi","NGA",631,"Forest Reserve","polygon","Not Reported",36576,0.285,0.409,0.167
"1814","Tete","CIV",66,"Classified Forest","polygon","Not Reported",300874,0.526,0.721,0.336
"1815","Tetetou-Nord","TGO",17,"Forest Reserve","polygon","Not Reported",37181,0.423,0.577,0.276
"1816","Tetetou-Sud","TGO",18,"Forest Reserve","polygon","Not Reported",37182,0.423,0.58,0.302
"1817","Tialakoun","GIN",76,"Classified Forest","polygon","Not Reported",29450,0.28,0.34,0.206
"1818","Tiapleu","CIV",212,"Classified Forest","polygon","Not Reported",29572,0.507,0.646,0.353
"1819","Tidermene Alata","MLI",5,"Hunting Area","polygon","VI",555556053,0.418,0.608,0.317
"1820","Tieme","CIV",145,"Classified Forest","polygon","Not Reported",29628,0.315,0.486,0.18
"1821","Tienny","CIV",141,"Classified Forest","polygon","Not Reported",29619,0.342,0.493,0.182
"1822","Tin Achara","MLI",4,"Hunting Area","polygon","VI",555556052,0.431,0.591,0.331
"1823","Tinka","GIN",36,"Classified Forest","polygon","Not Reported",29386,0.286,0.394,0.214
"1824","Tinrido","CIV",154,"Classified Forest","polygon","Not Reported",300748,0.342,0.493,0.182
"1825","Tinte Bepo","GHA",65,"Forest Reserve","polygon","Not Reported",40765,0.453,0.656,0.362
"1826","Tiogo","BFA",31,"Classified Forest","polygon","Not Reported",28554,0.377,0.689,0.177
"1827","Tisse","BFA",13,"Classified Forest","polygon","Not Reported",28530,0.383,0.687,0.177
"1828","Tiwai Island Sanctuary","SLE",2,"Game Sanctuary / Non-hunting Forest Reserve","polygon","IV",10741,0.456,0.562,0.369
"1829","Togo Plateau","GHA",187,"Forest Reserve","polygon","Not Reported",26515,0.386,0.598,0.27
"1830","Togodo","TGO",1,"Faunal Reserve","polygon","IV",2341,0.423,0.58,0.302
"1831","Tomine Koumba","GIN",50,"Classified Forest","polygon","Not Reported",29407,0.369,0.623,0.237
"1832","Tongo","NGA",556,"Forest Reserve","polygon","Not Reported",36495,0.273,0.379,0.143
"1833","Tonkoli","SLE",9,"Forest Reserve","polygon","Not Reported",8515,0.368,0.489,0.277
"1834","Tonton","GHA",149,"Forest Reserve","polygon","Not Reported",40858,0.47,0.666,0.386
"1835","Toroba","BFA",14,"Classified Forest","polygon","Not Reported",28531,0.39,0.716,0.187
"1836","Tos","CIV",67,"Classified Forest","polygon","Not Reported",300876,0.503,0.682,0.369
"1837","Totua Shelterbelt","GHA",146,"Forest Reserve","polygon","Not Reported",40855,0.453,0.607,0.372
"1838","Tougouri","BFA",26,"Classified Forest","polygon","Not Reported",28548,0.425,0.7,0.241
"1839","Toui-Kilibo","BEN",25,"Classified Forest","polygon","Not Reported",33020,0.349,0.573,0.243
"1840","Toumousseni","BFA",55,"Classified Forest","polygon","Not Reported",313422,0.372,0.609,0.211
"1841","Trois Rivieres","BEN",13,"Classified Forest","polygon","Not Reported",6952,0.28,0.481,0.152
"1842","Tsanni","NGA",362,"Forest Reserve","polygon","Not Reported",36290,0.313,0.488,0.24
"1843","Tsaunin Kaura","NGA",450,"Forest Reserve","polygon","Not Reported",36384,0.221,0.274,0.167
"1844","Tudun Iyo","NGA",434,"Forest Reserve","polygon","Not Reported",36366,0.202,0.275,0.152
"1845","Tudun Mani","NGA",401,"Forest Reserve","polygon","Not Reported",36329,0.254,0.371,0.201
"1846","Tufa","NGA",686,"Forest Reserve","polygon","Not Reported",36634,0.411,0.644,0.209
"1847","Tui","BFA",23,"Classified Forest","polygon","Not Reported",28544,0.357,0.611,0.176
"1848","Tukan","NGA",783,"Forest Reserve","polygon","Not Reported",36733,0.277,0.485,0.202
"1849","Tukoki","NGA",803,"Forest Reserve","polygon","Not Reported",36753,0.358,0.598,0.218
"1850","Tukulma","NGA",540,"Forest Reserve","polygon","Not Reported",36479,0.321,0.535,0.141
"1851","Tumu","GHA",209,"Forest Reserve","polygon","Not Reported",26531,0.279,0.487,0.149
"1852","Turbustrajiri","NGA",331,"Forest Reserve","polygon","Not Reported",36259,0.322,0.53,0.21
"1853","Tuwaru","NGA",451,"Forest Reserve","polygon","Not Reported",36385,0.222,0.288,0.165
"1854","Twesse","BFA",35,"Classified Forest","polygon","Not Reported",28558,0.379,0.697,0.199
"1855","Tyabo Rokota","NGA",650,"Forest Reserve","polygon","Not Reported",36596,0.334,0.61,0.233
"1856","Tyemba","CIV",187,"Classified Forest","polygon","Not Reported",300798,0.401,0.574,0.258
"1857","Ubiaja","NGA",109,"Forest Reserve","polygon","Not Reported",36941,0.431,0.569,0.357
"1858","Ubibia","NGA",186,"Forest Reserve","polygon","Not Reported",37022,0.506,0.607,0.437
"1859","Udi-Nsukka","NGA",16,"Game Reserve","polygon","Not Reported",7846,0.444,0.609,0.361
"1860","Udo","NGA",108,"Forest Reserve","polygon","Not Reported",36940,0.435,0.567,0.363
"1861","Ugboha","NGA",102,"Forest Reserve","polygon","Not Reported",36933,0.442,0.575,0.36
"1862","Ugondo","NGA",882,"Forest Reserve","polygon","Not Reported",36889,0.425,0.631,0.277
"1863","Ujrohi-Ojogba","NGA",106,"Forest Reserve","polygon","Not Reported",36937,0.465,0.571,0.399
"1864","Ukpam","NGA",876,"Forest Reserve","polygon","Not Reported",36870,0.418,0.638,0.259
"1865","Ukpe-Sobo","NGA",162,"Forest Reserve","polygon","Not Reported",36996,0.371,0.439,0.276
"1866","Ukpilla","NGA",52,"Forest Reserve","polygon","Not Reported",36864,0.421,0.586,0.323
"1867","Ukpom-Bende","NGA",188,"Forest Reserve","polygon","Not Reported",37024,0.506,0.607,0.437
"1868","Uku Da Sisi","NGA",324,"Forest Reserve","polygon","Not Reported",36252,0.319,0.478,0.224
"1869","Umon Ndealichi","NGA",181,"Forest Reserve","polygon","Not Reported",37017,0.471,0.563,0.384
"1870","Umuabi","NGA",135,"Forest Reserve","polygon","Not Reported",36967,0.505,0.632,0.417
"1871","Umuahia Ibeku","NGA",172,"Forest Reserve","polygon","Not Reported",37006,0.506,0.605,0.437
"1872","Umude Ugbenu","NGA",124,"Forest Reserve","polygon","Not Reported",36956,0.505,0.632,0.417
"1873","Umuokpara Umuowa Ogee","NGA",173,"Forest Reserve","polygon","Not Reported",37007,0.483,0.609,0.418
"1874","Ungua Jiburu","NGA",351,"Forest Reserve","polygon","Not Reported",36279,0.322,0.507,0.219
"1875","Unguwa Lalle","NGA",252,"Forest Reserve","polygon","Not Reported",36179,0.444,0.638,0.282
"1876","Unuhu Agbaja","NGA",94,"Forest Reserve","polygon","Not Reported",36924,0.5,0.608,0.409
"1877","Uppe Bli","GHA",227,"Forest Reserve","polygon","Not Reported",303936,0.367,0.598,0.166
"1878","Upper Imo River","NGA",171,"Forest Reserve","polygon","Not Reported",37005,0.47,0.524,0.384
"1879","Upper Ogun","NGA",957,"Forest Reserve","polygon","Not Reported",300785,0.319,0.483,0.191
"1880","Upper Orashi Forests","NGA",9,"Ramsar Site, Wetland of International Importance","polygon","Not Applicable",903112,0.43,0.5,0.361
"1881","Upper Orashi River","NGA",194,"Forest Reserve","polygon","Not Reported",37030,0.441,0.506,0.372
"1882","Upper Wassaw","GHA",150,"Forest Reserve","polygon","Not Reported",40859,0.442,0.62,0.365
"1883","Uremure Yokri","NGA",161,"Forest Reserve","polygon","Not Reported",36995,NA,NA,NA
"1884","Usonigbe","NGA",126,"Forest Reserve","polygon","Not Reported",36958,0.481,0.563,0.405
"1885","Ute-Ukpu","NGA",127,"Forest Reserve","polygon","Not Reported",36959,0.475,0.58,0.418
"1886","Utugu and Karama","NGA",788,"Forest Reserve","polygon","Not Reported",36738,0.346,0.576,0.205
"1887","Uwet Odot","NGA",180,"Forest Reserve","polygon","Not Reported",37016,0.425,0.491,0.332
"1888","Varela","GNB",12,"National Park","polygon","Not Reported",342656,NA,NA,NA
"1889","Vavoua","CIV",63,"Classified Forest","polygon","Not Reported",300866,0.508,0.706,0.37
"1890","Velingara","SEN",33,"Not Reported","polygon","Not Reported",352623,0.59,0.778,0.319
"1891","Vobera","NGA",632,"Forest Reserve","polygon","Not Reported",36577,0.284,0.453,0.168
"1892","Volta River","GHA",250,"Forest Reserve","polygon","Not Reported",26452,0.417,0.575,0.343
"1893","W Benin","BEN",19,"National Park","polygon","II",12201,0.355,0.61,0.149
"1894","W du Burkina Faso","BFA",67,"National Park","polygon","II",1048,0.366,0.623,0.155
"1895","W du Niger","NER",1,"National Park","polygon","II",818,0.392,0.657,0.174
"1896","W National Park of Niger","NER",14,"World Heritage Site","polygon","Not Applicable",124385,0.392,0.657,0.174
"1897","Wafin","NGA",719,"Forest Reserve","polygon","Not Reported",36667,0.198,0.259,0.156
"1898","Wagur","NGA",491,"Forest Reserve","polygon","Not Reported",36430,0.342,0.52,0.147
"1899","Waji","NGA",576,"Forest Reserve","polygon","Not Reported",36517,0.293,0.354,0.159
"1900","Walama","NGA",570,"Forest Reserve","polygon","Not Reported",36509,0.349,0.633,0.153
"1901","Wamba","NGA",785,"Forest Reserve","polygon","Not Reported",36735,0.346,0.576,0.205
"1902","Wamiri","NGA",288,"Forest Reserve","polygon","Not Reported",36216,0.449,0.746,0.263
"1903","Wannune","NGA",881,"Forest Reserve","polygon","Not Reported",36877,0.418,0.626,0.261
"1904","Wara Wara Hills","SLE",17,"Forest Reserve","polygon","Not Reported",29981,0.405,0.538,0.281
"1905","Wara","NGA",843,"Forest Reserve","polygon","Not Reported",36795,0.357,0.531,0.221
"1906","Warwade","NGA",895,"Forest Reserve","polygon","Not Reported",342479,0.241,0.402,0.174
"1907","Wasagu Sakaba","NGA",427,"Forest Reserve","polygon","Not Reported",36356,0.367,0.6,0.178
"1908","Wasaini","NGA",418,"Forest Reserve","polygon","Not Reported",36346,0.43,0.683,0.231
"1909","Wawa","NGA",555,"Forest Reserve","polygon","Not Reported",36494,0.27,0.377,0.141
"1910","Wawagi","NGA",672,"Forest Reserve","polygon","Not Reported",36618,0.363,0.61,0.202
"1911","Wawahi","GHA",50,"Forest Reserve","polygon","Not Reported",40741,0.463,0.597,0.398
"1912","Wayen","BFA",15,"Classified Forest","polygon","Not Reported",28533,0.376,0.678,0.18
"1913","Werdawa","NGA",379,"Forest Reserve","polygon","Not Reported",36307,0.29,0.457,0.234
"1914","West Anka","NGA",428,"Forest Reserve","polygon","Not Reported",36357,0.325,0.528,0.193
"1915","West Okura","NGA",969,"Forest Reserve","polygon","Not Reported",36857,0.386,0.582,0.289
"1916","West Tangaza","NGA",237,"Forest Reserve","polygon","Not Reported",36164,0.456,0.69,0.282
"1917","Western Area Peninsula Forest","SLE",33,"National Park","polygon","Not Reported",19249,NA,NA,NA
"1918","Western Area","SLE",34,"No or Non - Hunting Forest Reserve","polygon","II",5179,NA,NA,NA
"1919","Wiaga Kandema","GHA",218,"Forest Reserve","polygon","Not Reported",26552,0.404,0.712,0.179
"1920","Wiaga","GHA",217,"Forest Reserve","polygon","Not Reported",26551,0.389,0.669,0.177
"1921","Woabi","NGA",636,"Forest Reserve","polygon","Not Reported",36582,0.326,0.588,0.217
"1922","Wologizi","LBR",16,"National Park","polygon","Not Reported",20177,0.526,0.65,0.383
"1923","Wonegisi","LBR",15,"National Park","polygon","Not Reported",7414,0.513,0.642,0.367
"1924","Wongo","MLI",17,"National Park","polygon","II",317193,0.496,0.856,0.264
"1925","Worobong Kwahu","GHA",90,"Forest Reserve","polygon","Not Reported",40790,0.38,0.551,0.294
"1926","Worobong North","GHA",89,"Forest Reserve","polygon","Not Reported",40789,0.4,0.645,0.322
"1927","Worobong South","GHA",91,"Forest Reserve","polygon","Not Reported",40791,0.424,0.635,0.334
"1928","Wuda Taye","NGA",310,"Forest Reserve","polygon","Not Reported",36238,0.404,0.687,0.199
"1929","Wurkam River","NGA",770,"Forest Reserve","polygon","Not Reported",36720,0.275,0.423,0.182
"1930","Wuro Bamusa","NGA",548,"Forest Reserve","polygon","Not Reported",36487,0.281,0.408,0.142
"1931","Wuro Biriji","NGA",547,"Forest Reserve","polygon","Not Reported",36486,0.281,0.408,0.142
"1932","Wuro Mallum","NGA",762,"Forest Reserve","polygon","Not Reported",36712,0.398,0.67,0.163
"1933","Wushishi","NGA",657,"Forest Reserve","polygon","Not Reported",36603,0.254,0.438,0.179
"1934","Wuyo Gube","NGA",564,"Forest Reserve","polygon","Not Reported",36503,0.369,0.629,0.152
"1935","Yabo","BFA",64,"Classified Forest","polygon","Not Reported",313440,0.382,0.667,0.198
"1936","Yache","NGA",96,"Forest Reserve","polygon","Not Reported",36926,0.432,0.56,0.331
"1937","Yakombo","GHA",220,"Forest Reserve","polygon","Not Reported",26558,0.364,0.625,0.245
"1938","Yalo","CIV",126,"Classified Forest","polygon","Not Reported",29525,0.39,0.562,0.295
"1939","Yamaltu","NGA",565,"Forest Reserve","polygon","Not Reported",36504,0.316,0.494,0.143
"1940","Yamdugu","NGA",312,"Forest Reserve","polygon","Not Reported",36240,0.367,0.603,0.222
"1941","Yammama","NGA",449,"Forest Reserve","polygon","Not Reported",36383,0.228,0.295,0.176
"1942","Yan Tumaki","NGA",400,"Forest Reserve","polygon","Not Reported",36328,0.254,0.369,0.201
"1943","Yandev","NGA",69,"Forest Reserve","polygon","Not Reported",36894,0.428,0.637,0.289
"1944","Yangaiya","NGA",260,"Forest Reserve","polygon","Not Reported",36187,0.319,0.47,0.232
